Price,Date,Close,High,Low,Open,Volume
Ticker,,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
26,2007-10-24,5496.14990234375,5577.89990234375,5419.39990234375,5477.60009765625,0
27,2007-10-25,5568.9501953125,5605.9501953125,5469.2998046875,5499.0498046875,0
28,2007-10-26,5702.2998046875,5716.89990234375,5513.35009765625,5564.25,0
29,2007-10-29,5905.89990234375,5922.5,5708.89990234375,5708.89990234375,0
30,2007-10-30,5868.75,5976.0,5833.89990234375,5917.5498046875,0
31,2007-10-31,5900.64990234375,5952.25,5861.2998046875,5868.89990234375,0
32,2007-11-01,5866.4501953125,6011.9501953125,5837.2001953125,5903.7998046875,0
33,2007-11-02,5932.39990234375,5944.75,5714.25,5854.85009765625,0
34,2007-11-05,5847.2998046875,5948.5498046875,5819.60009765625,5931.89990234375,0
35,2007-11-06,5786.5,5957.2001953125,5759.9501953125,5847.10009765625,0
36,2007-11-07,5782.35009765625,5861.35009765625,5744.2998046875,5782.39990234375,0
37,2007-11-08,5698.75,5780.7998046875,5646.75,5779.2998046875,0
38,2007-11-12,5617.10009765625,5660.60009765625,5477.5,5660.60009765625,0
39,2007-11-13,5695.39990234375,5758.85009765625,5591.60009765625,5612.35009765625,0
40,2007-11-14,5937.89990234375,5950.2001953125,5700.0498046875,5703.9501953125,0
41,2007-11-15,5912.10009765625,5966.9501953125,5895.64990234375,5942.7001953125,0
42,2007-11-16,5906.85009765625,5948.0498046875,5817.39990234375,5913.14990234375,0
43,2007-11-19,5907.64990234375,5981.7998046875,5893.7998046875,5908.0498046875,0
44,2007-11-20,5780.89990234375,5923.7001953125,5755.7998046875,5911.25,0
45,2007-11-21,5561.0498046875,5790.0498046875,5530.85009765625,5778.7998046875,0
46,2007-11-22,5519.35009765625,5608.64990234375,5394.35009765625,5564.64990234375,0
47,2007-11-23,5608.60009765625,5638.60009765625,5514.75,5524.2998046875,0
48,2007-11-26,5731.7001953125,5772.5498046875,5608.9501953125,5611.2998046875,0
49,2007-11-27,5698.14990234375,5743.5498046875,5655.60009765625,5729.25,0
50,2007-11-28,5617.5498046875,5749.9501953125,5595.5,5699.5498046875,0
51,2007-11-29,5634.60009765625,5725.0,5612.10009765625,5617.7998046875,0
52,2007-11-30,5762.75,5782.5498046875,5632.64990234375,5633.89990234375,0
53,2007-12-03,5865.0,5878.7998046875,5754.60009765625,5765.4501953125,0
54,2007-12-04,5858.35009765625,5897.25,5840.2998046875,5870.2001953125,0
55,2007-12-05,5940.0,5949.2998046875,5859.9501953125,5861.89990234375,0
56,2007-12-06,5954.7001953125,6027.0498046875,5919.7998046875,5941.0498046875,0
57,2007-12-07,5974.2998046875,6042.10009765625,5894.7998046875,5963.60009765625,0
58,2007-12-10,5960.60009765625,6015.2998046875,5923.35009765625,5974.0,0
59,2007-12-11,6097.25,6111.2001953125,5960.39990234375,5960.39990234375,0
60,2007-12-12,6159.2998046875,6175.64990234375,6005.4501953125,6067.0498046875,0
61,2007-12-13,6058.10009765625,6185.39990234375,6040.39990234375,6159.25,0
62,2007-12-14,6047.7001953125,6078.5498046875,6015.0498046875,6056.2001953125,0
63,2007-12-17,5777.0,6039.9501953125,5740.60009765625,6037.9501953125,0
64,2007-12-18,5742.2998046875,5874.60009765625,5710.60009765625,5777.60009765625,0
65,2007-12-19,5751.14990234375,5840.7998046875,5676.7001953125,5730.25,0
66,2007-12-20,5766.5,5799.5,5742.75,5751.75,0
67,2007-12-24,5985.10009765625,6001.0498046875,5771.2998046875,5771.2998046875,0
68,2007-12-26,6070.75,6085.25,5988.4501953125,5988.4501953125,0
69,2007-12-27,6081.5,6110.85009765625,6060.2001953125,6069.0,0
70,2007-12-28,6079.7001953125,6098.60009765625,6021.89990234375,6079.5498046875,0
71,2007-12-31,6138.60009765625,6167.75,6095.0,6095.0,0
72,2008-01-01,6144.35009765625,6165.35009765625,6109.85009765625,6136.75,0
73,2008-01-02,6179.39990234375,6197.0,6060.85009765625,6144.7001953125,0
74,2008-01-03,6178.5498046875,6230.14990234375,6126.39990234375,6184.25,0
75,2008-01-04,6274.2998046875,6300.0498046875,6179.10009765625,6179.10009765625,0
76,2008-01-07,6279.10009765625,6289.7998046875,6193.35009765625,6271.0,0
77,2008-01-08,6287.85009765625,6357.10009765625,6221.60009765625,6282.4501953125,0
78,2008-01-09,6272.0,6338.2998046875,6231.25,6287.5498046875,0
79,2008-01-10,6156.9501953125,6347.0,6142.89990234375,6278.10009765625,0
80,2008-01-11,6200.10009765625,6224.2001953125,6112.5498046875,6166.64990234375,0
81,2008-01-14,6206.7998046875,6244.14990234375,6172.0,6208.7998046875,0
82,2008-01-15,6074.25,6260.4501953125,6053.2998046875,6226.35009765625,0
83,2008-01-16,5935.75,6065.0,5825.75,6065.0,0
84,2008-01-17,5913.2001953125,6013.14990234375,5880.2998046875,5937.9501953125,0
85,2008-01-18,5705.2998046875,5908.75,5677.0,5907.75,0
86,2008-01-21,5208.7998046875,5705.0,4977.10009765625,5705.0,0
87,2008-01-22,4899.2998046875,5203.35009765625,4448.5,5203.35009765625,0
88,2008-01-23,5203.39990234375,5328.0498046875,4891.60009765625,4903.0498046875,0
89,2008-01-24,5033.4501953125,5357.2001953125,4995.7998046875,5208.0,0
90,2008-01-25,5383.35009765625,5399.25,5035.0498046875,5035.0498046875,0
91,2008-01-28,5274.10009765625,5380.9501953125,5071.0,5380.9501953125,0
92,2008-01-29,5280.7998046875,5391.60009765625,5225.25,5279.5498046875,0
93,2008-01-30,5167.60009765625,5314.2998046875,5142.25,5283.75,0
94,2008-01-31,5137.4501953125,5251.64990234375,5071.14990234375,5172.25,0
95,2008-02-01,5317.25,5339.9501953125,5090.75,5140.60009765625,0
96,2008-02-04,5463.5,5545.2001953125,5315.5498046875,5315.5498046875,0
97,2008-02-05,5483.89990234375,5500.60009765625,5412.9501953125,5463.75,0
98,2008-02-06,5322.5498046875,5470.39990234375,5257.0498046875,5470.39990234375,0
99,2008-02-07,5133.25,5344.60009765625,5113.85009765625,5322.5498046875,0
100,2008-02-08,5120.35009765625,5173.85009765625,5034.25,5132.10009765625,0
101,2008-02-11,4857.0,5126.39990234375,4803.60009765625,5120.5498046875,0
102,2008-02-12,4838.25,4949.60009765625,4820.4501953125,4877.85009765625,0
103,2008-02-13,4929.4501953125,4986.5498046875,4836.5498046875,4836.5498046875,0
104,2008-02-14,5202.0,5220.25,4944.64990234375,4944.64990234375,0
105,2008-02-15,5302.89990234375,5315.39990234375,5104.75,5202.85009765625,0
106,2008-02-18,5276.89990234375,5348.60009765625,5224.0,5304.4501953125,0
107,2008-02-19,5280.7998046875,5368.4501953125,5262.0,5278.39990234375,0
108,2008-02-20,5154.4501953125,5267.14990234375,5116.2998046875,5267.14990234375,0
109,2008-02-21,5191.7998046875,5241.35009765625,5120.0498046875,5156.89990234375,0
110,2008-02-22,5110.75,5184.0,5092.7998046875,5183.39990234375,0
111,2008-02-25,5200.7001953125,5212.35009765625,5055.14990234375,5112.25,0
112,2008-02-26,5270.0498046875,5281.2001953125,5200.7998046875,5200.7998046875,0
113,2008-02-27,5268.39990234375,5368.14990234375,5249.75,5271.39990234375,0
114,2008-02-28,5285.10009765625,5302.85009765625,5227.14990234375,5266.35009765625,0
115,2008-02-29,5223.5,5290.7998046875,5098.35009765625,5285.0,0
116,2008-03-03,4953.0,5222.7998046875,4936.0498046875,5222.7998046875,0
117,2008-03-04,4864.25,4976.7001953125,4812.9501953125,4958.5498046875,0
118,2008-03-05,4921.39990234375,4936.75,4847.25,4866.85009765625,0
119,2008-03-07,4771.60009765625,4918.2998046875,4672.25,4918.2998046875,0
120,2008-03-10,4800.39990234375,4814.9501953125,4620.5,4767.7998046875,0
121,2008-03-11,4865.89990234375,4888.5,4732.85009765625,4796.2998046875,0
122,2008-03-12,4872.0,5019.2001953125,4854.75,4869.75,0
123,2008-03-13,4623.60009765625,4868.7998046875,4580.14990234375,4868.7001953125,0
124,2008-03-14,4745.7998046875,4758.9501953125,4607.5498046875,4623.7998046875,0
125,2008-03-17,4503.10009765625,4745.4501953125,4482.10009765625,4745.4501953125,0
126,2008-03-18,4533.0,4617.9501953125,4468.5498046875,4519.89990234375,0
127,2008-03-19,4573.9501953125,4718.39990234375,4533.89990234375,4534.75,0
128,2008-03-24,4609.85009765625,4649.4501953125,4539.7998046875,4576.7998046875,0
129,2008-03-25,4877.5,4896.7998046875,4616.7998046875,4616.7998046875,0
130,2008-03-26,4828.85009765625,4912.2998046875,4808.64990234375,4878.7001953125,0
131,2008-03-27,4830.25,4863.75,4769.60009765625,4828.7998046875,0
132,2008-03-28,4942.0,4970.7998046875,4796.35009765625,4830.0,0
133,2008-03-31,4734.5,4947.0,4703.85009765625,4942.14990234375,0
134,2008-04-01,4739.5498046875,4800.75,4628.75,4735.64990234375,0
135,2008-04-02,4754.2001953125,4916.75,4741.39990234375,4741.39990234375,0
136,2008-04-03,4771.60009765625,4833.25,4738.2001953125,4753.89990234375,0
137,2008-04-04,4647.0,4791.7001953125,4632.7001953125,4766.7001953125,0
138,2008-04-07,4761.2001953125,4798.5498046875,4628.7998046875,4631.35009765625,0
139,2008-04-08,4709.64990234375,4769.5498046875,4677.7998046875,4760.64990234375,0
140,2008-04-09,4747.0498046875,4758.25,4667.5,4707.0498046875,0
141,2008-04-10,4733.0,4799.5,4720.89990234375,4747.5498046875,0
142,2008-04-11,4777.7998046875,4817.39990234375,4727.25,4734.35009765625,0
143,2008-04-15,4879.64990234375,4917.10009765625,4708.2998046875,4779.9501953125,0
144,2008-04-16,4887.2998046875,4951.39990234375,4874.0498046875,4881.64990234375,0
145,2008-04-17,4958.39990234375,4984.9501953125,4889.64990234375,4890.60009765625,0
146,2008-04-21,5037.0,5053.39990234375,4955.89990234375,4955.89990234375,0
147,2008-04-22,5049.2998046875,5074.25,4994.0498046875,5037.0498046875,0
148,2008-04-23,5022.7998046875,5083.5,5003.5498046875,5044.35009765625,0
149,2008-04-24,4999.85009765625,5072.7001953125,4991.35009765625,5022.89990234375,0
150,2008-04-25,5111.7001953125,5117.7001953125,4999.14990234375,4999.14990234375,0
151,2008-04-28,5089.64990234375,5147.4501953125,5079.14990234375,5112.5,0
152,2008-04-29,5195.5,5210.89990234375,5082.14990234375,5092.39990234375,0
153,2008-04-30,5165.89990234375,5230.75,5155.85009765625,5198.35009765625,0
154,2008-05-02,5228.2001953125,5298.85009765625,5197.60009765625,5265.2998046875,0
155,2008-05-05,5192.25,5254.5,5182.60009765625,5227.25,0
156,2008-05-06,5144.64990234375,5206.5,5110.89990234375,5192.35009765625,0
157,2008-05-07,5135.5,5159.0498046875,5101.25,5156.7001953125,0
158,2008-05-08,5081.7001953125,5143.0498046875,5062.4501953125,5135.7998046875,0
159,2008-05-09,4982.60009765625,5087.64990234375,4969.39990234375,5070.85009765625,0
160,2008-05-12,5012.64990234375,5021.75,4913.7998046875,4981.0,0
161,2008-05-13,4957.7998046875,5066.0,4943.75,5008.60009765625,0
162,2008-05-14,5011.75,5026.10009765625,4932.0498046875,4958.4501953125,0
163,2008-05-15,5115.25,5118.5498046875,4999.60009765625,5010.89990234375,0
164,2008-05-16,5157.7001953125,5167.39990234375,5106.39990234375,5115.64990234375,0
165,2008-05-20,5104.9501953125,5160.0498046875,5072.39990234375,5157.0,0
166,2008-05-21,5117.64990234375,5135.5498046875,5048.7001953125,5105.7001953125,0
167,2008-05-22,5025.4501953125,5118.89990234375,5010.7001953125,5117.0,0
168,2008-05-23,4946.5498046875,5059.0498046875,4940.7001953125,5026.5498046875,0
169,2008-05-26,4875.0498046875,4953.60009765625,4858.0,4953.60009765625,0
170,2008-05-27,4859.7998046875,4932.0,4846.2001953125,4877.14990234375,0
171,2008-05-28,4918.35009765625,4926.89990234375,4835.64990234375,4862.7001953125,0
172,2008-05-29,4835.2998046875,4957.39990234375,4801.89990234375,4926.2998046875,0
173,2008-05-30,4870.10009765625,4908.85009765625,4833.4501953125,4844.0498046875,0
174,2008-06-02,4739.60009765625,4908.7998046875,4713.0,4869.25,0
175,2008-06-03,4715.89990234375,4739.2998046875,4634.0,4739.2998046875,0
176,2008-06-04,4585.60009765625,4731.5,4564.5,4718.7001953125,0
177,2008-06-05,4676.9501953125,4690.60009765625,4536.25,4586.9501953125,0
178,2008-06-06,4627.7998046875,4746.2998046875,4614.25,4680.5498046875,0
179,2008-06-09,4500.9501953125,4626.4501953125,4411.60009765625,4626.4501953125,0
180,2008-06-10,4449.7998046875,4522.5498046875,4369.7998046875,4522.0,0
181,2008-06-11,4523.60009765625,4541.0498046875,4468.0498046875,4469.64990234375,0
182,2008-06-12,4539.35009765625,4550.0,4392.0,4524.39990234375,0
183,2008-06-13,4517.10009765625,4563.35009765625,4491.35009765625,4539.5,0
184,2008-06-16,4572.5,4617.7001953125,4536.2998046875,4536.2998046875,0
185,2008-06-17,4653.0,4664.0498046875,4561.75,4572.5,0
186,2008-06-18,4582.39990234375,4679.75,4569.89990234375,4652.7998046875,0
187,2008-06-19,4504.25,4585.7001953125,4488.9501953125,4582.5498046875,0
188,2008-06-20,4347.5498046875,4532.0,4333.60009765625,4504.2001953125,0
189,2008-06-23,4266.39990234375,4351.14990234375,4225.5,4351.14990234375,0
190,2008-06-24,4191.10009765625,4305.89990234375,4156.10009765625,4271.0498046875,0
191,2008-06-25,4252.64990234375,4264.5498046875,4093.199951171875,4189.60009765625,0
192,2008-06-26,4315.85009765625,4324.75,4230.0,4252.60009765625,0
193,2008-06-27,4136.64990234375,4315.2998046875,4119.2001953125,4315.2998046875,0
194,2008-06-30,4040.550048828125,4163.0,4021.699951171875,4136.25,0
195,2008-07-01,3896.75,4075.39990234375,3878.199951171875,4039.75,0
196,2008-07-02,4093.35009765625,4107.14990234375,3848.25,3895.300048828125,0
197,2008-07-03,3925.75,4097.35009765625,3874.85009765625,4094.60009765625,0
198,2008-07-04,4016.0,4033.5,3896.39990234375,3926.64990234375,0
199,2008-07-07,4030.0,4114.5,4002.0,4002.0,0
200,2008-07-08,3988.550048828125,4028.699951171875,3896.050048828125,4028.699951171875,0
201,2008-07-09,4157.10009765625,4169.39990234375,3990.89990234375,3990.89990234375,0
202,2008-07-10,4162.2001953125,4187.9501953125,4110.39990234375,4155.64990234375,0
203,2008-07-11,4049.0,4215.5,4014.449951171875,4166.0,0
204,2008-07-14,4039.699951171875,4118.10009765625,4004.25,4047.449951171875,0
205,2008-07-15,3861.10009765625,4040.699951171875,3835.5,4039.300048828125,0
206,2008-07-16,3816.699951171875,3920.050048828125,3790.199951171875,3861.550048828125,0
207,2008-07-17,3947.199951171875,3968.75,3823.14990234375,3823.14990234375,0
208,2008-07-18,4092.25,4110.5498046875,3926.300048828125,3962.949951171875,0
209,2008-07-21,4159.5,4168.14990234375,4072.75,4092.199951171875,0
210,2008-07-22,4240.10009765625,4262.4501953125,4137.9501953125,4158.4501953125,0
211,2008-07-23,4476.7998046875,4491.5498046875,4246.7001953125,4246.7001953125,0
212,2008-07-24,4433.5498046875,4539.4501953125,4385.85009765625,4476.2001953125,0
213,2008-07-25,4311.85009765625,4440.85009765625,4297.14990234375,4440.85009765625,0
214,2008-07-28,4332.10009765625,4352.64990234375,4282.25,4282.25,0
215,2008-07-29,4189.85009765625,4332.2001953125,4159.14990234375,4332.2001953125,0
216,2008-07-30,4313.5498046875,4327.0,4191.2001953125,4191.2001953125,0
217,2008-07-31,4332.9501953125,4342.0,4285.5498046875,4314.35009765625,0
218,2008-08-01,4413.5498046875,4422.9501953125,4235.7001953125,4331.60009765625,0
219,2008-08-04,4395.35009765625,4436.14990234375,4362.89990234375,4426.10009765625,0
220,2008-08-05,4502.85009765625,4515.14990234375,4376.0,4395.7998046875,0
221,2008-08-06,4517.5498046875,4615.89990234375,4503.89990234375,4506.25,0
222,2008-08-07,4523.85009765625,4580.14990234375,4493.7001953125,4515.25,0
223,2008-08-08,4529.5,4546.35009765625,4464.0,4518.35009765625,0
224,2008-08-11,4620.39990234375,4625.2001953125,4529.35009765625,4529.35009765625,0
225,2008-08-12,4552.25,4649.85009765625,4525.75,4620.9501953125,0
226,2008-08-13,4529.0498046875,4572.64990234375,4497.25,4548.0498046875,0
227,2008-08-14,4430.7001953125,4529.7998046875,4421.25,4524.2001953125,0
228,2008-08-18,4393.0498046875,4447.39990234375,4379.85009765625,4430.7001953125,0
229,2008-08-19,4368.25,4393.7001953125,4316.5498046875,4393.10009765625,0
230,2008-08-20,4415.75,4434.89990234375,4365.4501953125,4365.4501953125,0
231,2008-08-21,4283.85009765625,4418.5498046875,4271.2998046875,4416.2001953125,0
232,2008-08-22,4327.4501953125,4337.0,4248.0,4283.85009765625,0
233,2008-08-25,4335.35009765625,4398.7998046875,4317.9501953125,4317.9501953125,0
234,2008-08-26,4337.5,4345.0498046875,4283.2998046875,4335.2001953125,0
235,2008-08-27,4292.10009765625,4364.25,4282.64990234375,4336.85009765625,0
236,2008-08-28,4214.0,4304.5,4201.85009765625,4290.75,0
237,2008-08-29,4360.0,4368.7998046875,4230.60009765625,4230.60009765625,0
238,2008-09-01,4348.64990234375,4365.0,4281.35009765625,4356.10009765625,0
239,2008-09-02,4504.0,4522.39990234375,4343.10009765625,4358.85009765625,0
240,2008-09-04,4447.75,4514.60009765625,4419.4501953125,4512.9501953125,0
241,2008-09-05,4352.2998046875,4444.7001953125,4328.89990234375,4444.7001953125,0
242,2008-09-08,4482.2998046875,4558.0,4358.2998046875,4358.2998046875,0
243,2008-09-09,4468.7001953125,4497.5,4418.9501953125,4485.14990234375,0
244,2008-09-10,4400.25,4467.5,4382.35009765625,4467.5,0
245,2008-09-11,4290.2998046875,4399.2998046875,4272.75,4397.25,0
246,2008-09-12,4228.4501953125,4323.89990234375,4200.14990234375,4291.60009765625,0
247,2008-09-15,4072.89990234375,4237.25,3955.39990234375,4231.9501953125,0
248,2008-09-16,4074.89990234375,4090.10009765625,3919.35009765625,4072.550048828125,0
249,2008-09-17,4008.25,4116.7001953125,3974.60009765625,4074.800048828125,0
250,2008-09-18,4038.14990234375,4050.10009765625,3799.550048828125,4005.25,0
251,2008-09-19,4245.25,4262.64990234375,4040.800048828125,4040.800048828125,0
252,2008-09-22,4223.0498046875,4303.25,4202.39990234375,4248.9501953125,0
253,2008-09-23,4126.89990234375,4224.7001953125,4117.89990234375,4223.89990234375,0
254,2008-09-24,4161.25,4207.9501953125,4115.85009765625,4125.75,0
255,2008-09-25,4110.5498046875,4172.60009765625,4077.5,4162.14990234375,0
256,2008-09-26,3985.25,4110.7001953125,3970.35009765625,4108.75,0
257,2008-09-29,3850.050048828125,3997.550048828125,3777.300048828125,3990.199951171875,0
258,2008-09-30,3921.199951171875,3966.85009765625,3715.050048828125,3848.699951171875,0
259,2008-10-01,3950.75,4000.5,3861.25,3921.85009765625,0
260,2008-10-03,3818.300048828125,3969.550048828125,3804.85009765625,3953.550048828125,0
261,2008-10-06,3602.35009765625,3820.85009765625,3581.60009765625,3817.300048828125,0
262,2008-10-07,3606.60009765625,3732.64990234375,3537.0,3606.949951171875,0
263,2008-10-08,3513.64990234375,3604.39990234375,3329.449951171875,3604.39990234375,0
264,2008-10-10,3279.949951171875,3502.050048828125,3198.949951171875,3502.050048828125,0
265,2008-10-13,3490.699951171875,3510.199951171875,3272.89990234375,3272.89990234375,0
266,2008-10-14,3518.64990234375,3648.25,3491.5,3494.10009765625,0
267,2008-10-15,3338.39990234375,3518.5,3324.550048828125,3517.89990234375,0
268,2008-10-16,3269.300048828125,3333.85009765625,3099.89990234375,3333.85009765625,0
269,2008-10-17,3074.35009765625,3335.949951171875,3046.60009765625,3269.050048828125,0
270,2008-10-20,3122.800048828125,3238.39990234375,3058.949951171875,3108.199951171875,0
271,2008-10-21,3234.89990234375,3254.85009765625,3117.35009765625,3125.39990234375,0
272,2008-10-22,3065.14990234375,3235.75,3051.800048828125,3234.699951171875,0
273,2008-10-23,2943.14990234375,3085.10009765625,2917.14990234375,3064.800048828125,0
274,2008-10-24,2584.0,2936.25,2525.050048828125,2936.25,0
275,2008-10-27,2524.199951171875,2585.300048828125,2252.75,2583.75,0
276,2008-10-29,2697.050048828125,2781.25,2631.89990234375,2685.300048828125,0
277,2008-10-31,2885.60009765625,2921.35009765625,2696.300048828125,2696.300048828125,0
278,2008-11-03,3043.85009765625,3062.050048828125,2885.39990234375,2885.39990234375,0
279,2008-11-04,3142.10009765625,3152.300048828125,2985.0,3050.25,0
280,2008-11-05,2994.949951171875,3240.550048828125,2971.0,3155.75,0
281,2008-11-06,2892.64990234375,3007.800048828125,2860.25,2998.449951171875,0
282,2008-11-07,2973.0,3010.0,2860.10009765625,2893.25,0
283,2008-11-10,3148.25,3161.25,2973.300048828125,2973.300048828125,0
284,2008-11-11,2938.64990234375,3147.199951171875,2919.449951171875,3147.199951171875,0
285,2008-11-12,2848.449951171875,2975.199951171875,2794.949951171875,2937.89990234375,0
286,2008-11-14,2810.35009765625,2938.800048828125,2778.800048828125,2848.0,0
287,2008-11-17,2799.550048828125,2835.699951171875,2694.5,2813.39990234375,0
288,2008-11-18,2683.14990234375,2802.449951171875,2664.300048828125,2802.449951171875,0
289,2008-11-19,2635.0,2772.39990234375,2617.89990234375,2682.75,0
290,2008-11-20,2553.14990234375,2634.199951171875,2502.89990234375,2634.199951171875,0
291,2008-11-21,2693.449951171875,2718.60009765625,2539.800048828125,2553.60009765625,0
292,2008-11-24,2708.25,2740.35009765625,2633.800048828125,2690.85009765625,0
293,2008-11-25,2654.0,2790.699951171875,2638.199951171875,2708.300048828125,0
294,2008-11-26,2752.25,2762.60009765625,2643.35009765625,2652.449951171875,0
295,2008-11-28,2755.10009765625,2779.0,2690.300048828125,2745.699951171875,0
296,2008-12-01,2682.89990234375,2832.85009765625,2669.5,2755.14990234375,0
297,2008-12-02,2657.800048828125,2672.89990234375,2570.699951171875,2672.89990234375,0
298,2008-12-03,2656.449951171875,2693.64990234375,2611.949951171875,2657.5,0
299,2008-12-04,2788.0,2793.800048828125,2646.35009765625,2656.5,0
300,2008-12-05,2714.39990234375,2821.14990234375,2701.35009765625,2786.64990234375,0
301,2008-12-08,2784.0,2861.550048828125,2714.699951171875,2714.699951171875,0
302,2008-12-10,2928.25,2940.14990234375,2785.699951171875,2785.699951171875,0
303,2008-12-11,2920.14990234375,2945.300048828125,2861.550048828125,2934.050048828125,0
304,2008-12-12,2921.35009765625,2936.800048828125,2812.550048828125,2915.35009765625,0
305,2008-12-15,2981.199951171875,3012.10009765625,2917.89990234375,2917.89990234375,0
306,2008-12-16,3041.75,3052.550048828125,2963.300048828125,2983.60009765625,0
307,2008-12-17,2954.35009765625,3076.199951171875,2943.5,3040.449951171875,0
308,2008-12-18,3060.75,3072.550048828125,2922.64990234375,2955.35009765625,0
309,2008-12-19,3077.5,3106.800048828125,3036.300048828125,3063.0,0
310,2008-12-22,3039.300048828125,3110.449951171875,3027.800048828125,3077.25,0
311,2008-12-23,2968.64990234375,3040.0,2957.050048828125,3039.25,0
312,2008-12-24,2916.85009765625,2968.0,2900.449951171875,2967.39990234375,0
313,2008-12-26,2857.25,2960.949951171875,2844.800048828125,2919.85009765625,0
314,2008-12-29,2922.199951171875,2931.800048828125,2812.89990234375,2857.14990234375,0
315,2008-12-30,2979.5,2999.14990234375,2899.75,2922.550048828125,0
316,2008-12-31,2959.14990234375,3002.64990234375,2937.35009765625,2979.800048828125,0
317,2009-01-02,3046.75,3079.85009765625,3021.800048828125,3034.60009765625,0
318,2009-01-05,3121.449951171875,3131.949951171875,3056.449951171875,3058.75,0
319,2009-01-06,3112.800048828125,3141.800048828125,3056.10009765625,3121.5,0
320,2009-01-07,2920.39990234375,3147.199951171875,2888.199951171875,3112.800048828125,0
321,2009-01-09,2873.0,2929.85009765625,2810.25,2919.949951171875,0
322,2009-01-12,2773.10009765625,2869.199951171875,2748.550048828125,2868.85009765625,0
323,2009-01-13,2744.949951171875,2802.60009765625,2720.800048828125,2775.0,0
324,2009-01-14,2835.300048828125,2853.25,2748.39990234375,2748.39990234375,0
325,2009-01-15,2736.699951171875,2832.300048828125,2701.75,2832.300048828125,0
326,2009-01-16,2828.449951171875,2835.64990234375,2724.199951171875,2737.0,0
327,2009-01-19,2846.199951171875,2868.199951171875,2819.89990234375,2828.699951171875,0
328,2009-01-20,2796.60009765625,2842.89990234375,2758.0,2842.89990234375,0
329,2009-01-21,2706.14990234375,2787.300048828125,2690.199951171875,2777.39990234375,0
330,2009-01-22,2713.800048828125,2744.85009765625,2681.39990234375,2714.699951171875,0
331,2009-01-23,2678.550048828125,2765.550048828125,2661.64990234375,2705.449951171875,0
332,2009-01-27,2771.35009765625,2777.300048828125,2685.25,2686.050048828125,0
333,2009-01-28,2849.5,2855.39990234375,2765.60009765625,2771.10009765625,0
334,2009-01-29,2823.949951171875,2873.85009765625,2795.35009765625,2849.35009765625,0
335,2009-01-30,2874.800048828125,2881.0,2774.10009765625,2824.050048828125,0
336,2009-02-02,2766.64990234375,2873.449951171875,2760.699951171875,2872.35009765625,0
337,2009-02-03,2783.89990234375,2831.699951171875,2752.89990234375,2773.5,0
338,2009-02-04,2803.050048828125,2842.199951171875,2780.699951171875,2780.699951171875,0
339,2009-02-05,2780.050048828125,2816.800048828125,2754.85009765625,2802.75,0
340,2009-02-06,2843.10009765625,2852.5,2778.64990234375,2779.35009765625,0
341,2009-02-09,2919.89990234375,2926.75,2840.14990234375,2843.050048828125,0
342,2009-02-10,2934.5,2957.39990234375,2891.75,2919.699951171875,0
343,2009-02-11,2925.699951171875,2937.5,2877.60009765625,2933.0,0
