Date,SMB,HML,WML,MF,RF
1993-10-01,1.38655770107465,1.39453931317441,-0.518599466831249,NA,NA
1993-10-04,0.457111005784361,0.359427325302519,-0.652692555458934,-0.938504124604478,0.0220136138988858
1993-10-05,0.0363923058706472,0.81752002311648,-0.844159637220332,-0.294867336996973,0.0220136138988858
1993-10-06,0.0480669713892379,-1.72094506021389,0.156209411752917,-0.327369296753011,0.0220136138988858
1993-10-07,-0.333093173317667,0.0477516329679739,-0.0107761549166696,0.378872754508497,0.0220136138988858
1993-10-08,1.03035292286002,2.11971376967388,0.411035108869351,0.85636501201003,0.0220136138988858
1993-10-11,2.17381845586013,-0.392012903463668,-1.0516296029071,1.10517674080732,0.0644741113104308
1993-10-12,0.204742725426033,0.0604161856011087,1.84478037785549,0.483417550849907,0.0214867533004703
1993-10-19,-0.534620919186879,-0.366077061923631,0.389289944774318,1.15663526720569,0.149659267123625
1993-10-20,1.34995544863279,0.156380429251213,-0.622611066091938,-0.229483619115944,0.0212757763642157
1993-10-21,-0.279305696162258,0.0878815673451383,0.688450745996794,-2.02547915857718,0.0212757763642157
1993-10-22,-0.408113928804954,-1.08588837671288,0.0484314745785586,0.967206492547157,0.0212757763642157
1993-10-25,-0.853467871065705,0.458647606728535,0.202327391178203,0.486019770390134,0.0651068293466395
1993-10-26,0.612274638567123,-0.262510483261424,-0.321131050043655,-1.31857246505684,0.02169756826369
1993-10-27,-1.45269795072266,0.769666515360878,0.788518824121476,-0.37039010304496,0.02169756826369
1993-10-28,-0.0807424482617725,-0.0640904311351109,2.37385701400361,-0.425258239610327,0.02169756826369
1993-10-29,-0.351688609053236,0.236860909711334,0.152515073182813,-0.855815155869488,0.02169756826369
1993-11-01,0.394008539357182,0.130719254634992,-0.54444906842358,-2.1628913824604,0.0644741113104308
1993-11-02,-0.00501005499198293,-0.204560124184405,0.510555067198171,-0.449224744984711,0.0214867533004703
1993-11-03,0.017541354191275,-0.52430029690802,0.405714026229487,0.667751778193315,0.0214867533004703
1993-11-04,0.740066978125697,-0.266747029663805,0.551493044721729,0.287837829487048,0.0214867533004703
1993-11-05,-0.246035887496154,-0.606373079882538,0.565624645660057,1.07857487323604,0.0214867533004703
1993-11-08,-0.592671721296989,-0.202000441729655,0.925296408880794,1.73313750816839,0.0651068293466395
1993-11-09,-1.16716384923589,0.104440029338781,-1.3545524358002,0.99143270036941,0.02169756826369
1993-11-10,-1.28592123617391,0.492474610675386,0.941941563031445,0.860189341252493,0.02169756826369
1993-11-16,-0.772258569560502,-0.813763787164234,1.9122521472154,2.64316726696185,0.130045003914447
1993-11-17,-0.962927653204393,1.63341655949407,1.73739264850283,1.6166112118368,0.0214867533004703
1993-11-18,-2.2951213363758,2.59872867926079,1.10835542384209,1.68659467742929,0.0214867533004703
1993-11-19,-0.370901732428552,-0.0629531316622911,0.16657734817882,1.53333739207384,0.0214867533004703
1993-11-22,-0.732571101227275,-0.512085175715438,0.679803950113667,1.92684878431819,0.0670036051827028
1993-11-23,0.444121999996638,-0.678891248786317,0.735041928417091,0.687783951281373,0.0223295486023734
1993-11-24,-0.294111742655079,-1.50907920897922,0.949078555000438,-0.329419019264388,0.0223295486023734
1993-11-25,-0.724570831936089,-1.06640156038463,1.84247649964566,-0.00525071613406425,0.0223295486023734
1993-11-26,-1.96102786324729,1.00821460500993,0.847053085687777,3.68089363049378,0.0223295486023734
1993-12-01,-4.27626186806392,5.06297398307145,0.398420226398,2.02366377934957,0.113278154603091
1993-12-02,-1.01297191412963,2.85637722984271,4.5435326059535,0.984138902770182,0.0226453723400244
1993-12-03,2.06922878708835,-1.16701297521788,-3.16822795813299,-0.88256240891007,0.0226453723400244
1993-12-06,0.493940605198406,0.599176158749004,-4.76650570169345,-1.31309237618662,0.0676359095469259
1993-12-07,-1.74361525944596,0.83748313460339,2.43045623548712,1.33767316368978,0.0225402221844195
1993-12-08,-0.748089417232611,-0.0596751039139365,0.480086579480599,1.60756694434276,0.0225402221844195
1993-12-09,0.0838230865725542,1.29488442025483,-2.09440888817799,0.703567880536604,0.0225402221844195
1993-12-10,-0.933552623982703,0.0518971150455627,-1.28623575990914,2.09249537174143,0.0225402221844195
1993-12-13,0.315151471056963,-0.648967083099383,1.9236866871511,2.51999200955284,0.0635245079025237
1993-12-24,2.07117388451357,-1.34955311825947,-1.46162462818386,-0.987680141857805,0.231638884107621
1994-01-03,-0.194538539703371,2.34840131508454,-0.415622781123348,4.82694716171834,0.21945969042052
1994-01-04,2.73199694886832,1.36101366694943,-9.07595030904863,0.974133470904892,0.0267355039055728
1994-01-05,0.979408429816919,-1.20201823076114,-1.40141793127282,-0.950436383564024,0.0267355039055728
1994-01-06,2.0111286973107,-0.691606991220894,-1.42665122353653,1.00030562419111,0.0267355039055728
1994-01-07,-0.521258872921115,-0.91796483831631,0.395200222421854,4.77823048065094,0.0267355039055728
1994-01-10,-0.360314810587881,-1.30212658050852,-0.599722324655583,4.03588227203071,0.0638409098155046
1994-01-11,-0.355000385811899,-2.18498218106065,-3.1731592069013,-1.18525307198118,0.0212757763642157
1994-01-12,-2.93848132536683,-0.283656582620173,1.75122508628103,1.134956186377,0.0212757763642157
1994-01-13,0.676510007259012,-1.15905538313231,-1.8942561864611,0.744089805523207,0.0212757763642157
1994-01-14,0.172266932978538,-0.225455064877411,-0.208465374345645,0.218420028401445,0.0212757763642157
1994-01-17,-0.823954556105466,1.12441190096675,-2.13595048117113,1.72249541830389,0.0657390646648937
1994-01-18,0.167738533244499,-1.42282298079586,-0.89288568218191,-0.838037522956192,0.0219082215027644
